# coeff1	coeff2	chi2
6.999999999999999556e-01 -7.000000000000000666e-02 9.430072715912540389e+02
7.080808080808080884e-01 -7.000000000000000666e-02 9.351715260112142687e+02
7.161616161616161103e-01 -7.000000000000000666e-02 9.250378910040719802e+02
7.242424242424242431e-01 -7.000000000000000666e-02 9.150788043919268375e+02
7.323232323232322649e-01 -7.000000000000000666e-02 9.054136537505978595e+02
7.404040404040403978e-01 -7.000000000000000666e-02 8.960786881162721329e+02
7.484848484848484196e-01 -7.000000000000000666e-02 8.869745079494346101e+02
7.565656565656565524e-01 -7.000000000000000666e-02 8.782840371869773435e+02
7.646464646464645742e-01 -7.000000000000000666e-02 8.704412409530086734e+02
7.727272727272727071e-01 -7.000000000000000666e-02 8.627545470793868390e+02
7.808080808080807289e-01 -7.000000000000000666e-02 8.552738094921650145e+02
7.888888888888888618e-01 -7.000000000000000666e-02 8.479757047057527188e+02
7.969696969696968836e-01 -7.000000000000000666e-02 8.399117039967020446e+02
8.050505050505050164e-01 -7.000000000000000666e-02 8.319651628705439634e+02
8.131313131313131493e-01 -7.000000000000000666e-02 8.240886700042258326e+02
8.212121212121211711e-01 -7.000000000000000666e-02 8.164029698779640967e+02
8.292929292929291929e-01 -7.000000000000000666e-02 8.089178080375501168e+02
8.373737373737373257e-01 -7.000000000000000666e-02 8.016396915671836041e+02
8.454545454545454586e-01 -7.000000000000000666e-02 7.946200602048464816e+02
8.535353535353534804e-01 -7.000000000000000666e-02 7.878038974707587840e+02
8.616161616161615022e-01 -7.000000000000000666e-02 7.811905925983900261e+02
8.696969696969696351e-01 -7.000000000000000666e-02 7.747526419538786513e+02
8.777777777777777679e-01 -7.000000000000000666e-02 7.683442188373023782e+02
8.858585858585857897e-01 -7.000000000000000666e-02 7.621522322268671132e+02
8.939393939393939226e-01 -7.000000000000000666e-02 7.560967270333228498e+02
9.020202020202019444e-01 -7.000000000000000666e-02 7.500451213590899897e+02
9.101010101010100772e-01 -7.000000000000000666e-02 7.440841647419269975e+02
9.181818181818180991e-01 -7.000000000000000666e-02 7.382204574463900144e+02
9.262626262626262319e-01 -7.000000000000000666e-02 7.319901181117769511e+02
9.343434343434342537e-01 -7.000000000000000666e-02 7.259615016587441687e+02
9.424242424242423866e-01 -7.000000000000000666e-02 7.201173354799277604e+02
9.505050505050505194e-01 -7.000000000000000666e-02 7.144790544313268583e+02
9.585858585858585412e-01 -7.000000000000000666e-02 7.088276049955190956e+02
9.666666666666665630e-01 -7.000000000000000666e-02 7.031313955819713328e+02
9.747474747474746959e-01 -7.000000000000000666e-02 6.975429375252242608e+02
9.828282828282828287e-01 -7.000000000000000666e-02 6.920763040093080463e+02
9.909090909090908506e-01 -7.000000000000000666e-02 6.867256306863545205e+02
9.989898989898988724e-01 -7.000000000000000666e-02 6.814873477057786886e+02
1.007070707070707005e+00 -7.000000000000000666e-02 6.763569470875453362e+02
1.015151515151515138e+00 -7.000000000000000666e-02 6.713302564950340638e+02
1.023232323232323271e+00 -7.000000000000000666e-02 6.664034304041575751e+02
1.031313131313131404e+00 -7.000000000000000666e-02 6.615647520767539618e+02
1.039393939393939315e+00 -7.000000000000000666e-02 6.567084549244842719e+02
1.047474747474747447e+00 -7.000000000000000666e-02 6.516983654436106690e+02
1.055555555555555580e+00 -7.000000000000000666e-02 6.466055765990062127e+02
1.063636363636363491e+00 -7.000000000000000666e-02 6.415577218507809221e+02
1.071717171717171624e+00 -7.000000000000000666e-02 6.365777946770675726e+02
1.079797979797979757e+00 -7.000000000000000666e-02 6.313993801325366348e+02
1.087878787878787890e+00 -7.000000000000000666e-02 6.263340957227385388e+02
1.095959595959596022e+00 -7.000000000000000666e-02 6.213915468014390626e+02
1.104040404040403933e+00 -7.000000000000000666e-02 6.159430442704343704e+02
1.112121212121212066e+00 -7.000000000000000666e-02 6.104970056901840962e+02
1.120202020202020199e+00 -7.000000000000000666e-02 6.051370276664885068e+02
1.128282828282828110e+00 -7.000000000000000666e-02 5.998525473878070216e+02
1.136363636363636243e+00 -7.000000000000000666e-02 5.947203490289422234e+02
1.144444444444444375e+00 -7.000000000000000666e-02 5.894858545306168480e+02
1.152525252525252508e+00 -7.000000000000000666e-02 5.843079257319363933e+02
1.160606060606060641e+00 -7.000000000000000666e-02 5.792162968618374634e+02
1.168686868686868774e+00 -7.000000000000000666e-02 5.741462079873527955e+02
1.176767676767676685e+00 -7.000000000000000666e-02 5.691575874083633835e+02
1.184848484848484818e+00 -7.000000000000000666e-02 5.642328336195946576e+02
1.192929292929292950e+00 -7.000000000000000666e-02 5.593813767177794034e+02
1.201010101010100861e+00 -7.000000000000000666e-02 5.546383387297564695e+02
1.209090909090908994e+00 -7.000000000000000666e-02 5.500007240870129408e+02
1.217171717171717127e+00 -7.000000000000000666e-02 5.453171077303228458e+02
1.225252525252525260e+00 -7.000000000000000666e-02 5.406197649061385846e+02
