# coeff1	coeff2	chi2
6.999999999999999556e-01 -7.000000000000000666e-02 8.550674114571041855e+02
7.080808080808080884e-01 -7.000000000000000666e-02 8.385749556888737288e+02
7.161616161616161103e-01 -7.000000000000000666e-02 8.226881444033010666e+02
7.242424242424242431e-01 -7.000000000000000666e-02 8.069389458072961361e+02
7.323232323232322649e-01 -7.000000000000000666e-02 7.915879582779622297e+02
7.404040404040403978e-01 -7.000000000000000666e-02 7.766990838726994753e+02
7.484848484848484196e-01 -7.000000000000000666e-02 7.627980541097532523e+02
7.565656565656565524e-01 -7.000000000000000666e-02 7.495209107733523979e+02
7.646464646464645742e-01 -7.000000000000000666e-02 7.364503982199852317e+02
7.727272727272727071e-01 -7.000000000000000666e-02 7.238280771841413070e+02
7.808080808080807289e-01 -7.000000000000000666e-02 7.117574900551345536e+02
7.888888888888888618e-01 -7.000000000000000666e-02 7.001863684793735274e+02
7.969696969696968836e-01 -7.000000000000000666e-02 6.889723090246042148e+02
8.050505050505050164e-01 -7.000000000000000666e-02 6.781256765322169713e+02
8.131313131313131493e-01 -7.000000000000000666e-02 6.677269841284689846e+02
8.212121212121211711e-01 -7.000000000000000666e-02 6.576171671012774596e+02
8.292929292929291929e-01 -7.000000000000000666e-02 6.478992593487973863e+02
8.373737373737373257e-01 -7.000000000000000666e-02 6.385793565008499399e+02
8.454545454545454586e-01 -7.000000000000000666e-02 6.295489442801240330e+02
8.535353535353534804e-01 -7.000000000000000666e-02 6.206529241929006275e+02
8.616161616161615022e-01 -7.000000000000000666e-02 6.120558158158482911e+02
8.696969696969696351e-01 -7.000000000000000666e-02 6.037904728712454698e+02
8.777777777777777679e-01 -7.000000000000000666e-02 5.958545303747131356e+02
8.858585858585857897e-01 -7.000000000000000666e-02 5.881725068794095250e+02
8.939393939393939226e-01 -7.000000000000000666e-02 5.807388964876773798e+02
9.020202020202019444e-01 -7.000000000000000666e-02 5.740052029958418416e+02
9.101010101010100772e-01 -7.000000000000000666e-02 5.674613671409746303e+02
9.181818181818180991e-01 -7.000000000000000666e-02 5.611261116040639081e+02
9.262626262626262319e-01 -7.000000000000000666e-02 5.548361732934589554e+02
9.343434343434342537e-01 -7.000000000000000666e-02 5.486375718629911944e+02
9.424242424242423866e-01 -7.000000000000000666e-02 5.425223250973423319e+02
9.505050505050505194e-01 -7.000000000000000666e-02 5.365766093089133619e+02
9.585858585858585412e-01 -7.000000000000000666e-02 5.308341183654373481e+02
9.666666666666665630e-01 -7.000000000000000666e-02 5.253412474973436019e+02
9.747474747474746959e-01 -7.000000000000000666e-02 5.200614042605615168e+02
9.828282828282828287e-01 -7.000000000000000666e-02 5.149843655759128751e+02
9.909090909090908506e-01 -7.000000000000000666e-02 5.101008531861126016e+02
9.989898989898988724e-01 -7.000000000000000666e-02 5.054021884340945121e+02
1.007070707070707005e+00 -7.000000000000000666e-02 5.008802455146530406e+02
1.015151515151515138e+00 -7.000000000000000666e-02 4.965274087469828146e+02
1.023232323232323271e+00 -7.000000000000000666e-02 4.923365334978074657e+02
1.031313131313131404e+00 -7.000000000000000666e-02 4.883009104210244118e+02
1.039393939393939315e+00 -7.000000000000000666e-02 4.844142327121679159e+02
1.047474747474747447e+00 -7.000000000000000666e-02 4.806761773201361621e+02
1.055555555555555580e+00 -7.000000000000000666e-02 4.771016053235737218e+02
1.063636363636363491e+00 -7.000000000000000666e-02 4.736219946212060563e+02
1.071717171717171624e+00 -7.000000000000000666e-02 4.702031929193584574e+02
1.079797979797979757e+00 -7.000000000000000666e-02 4.668780955323493913e+02
1.087878787878787890e+00 -7.000000000000000666e-02 4.634653950722638456e+02
1.095959595959596022e+00 -7.000000000000000666e-02 4.601571489977099532e+02
1.104040404040403933e+00 -7.000000000000000666e-02 4.567981784567456316e+02
1.112121212121212066e+00 -7.000000000000000666e-02 4.535583582787764385e+02
1.120202020202020199e+00 -7.000000000000000666e-02 4.504102730466174194e+02
1.128282828282828110e+00 -7.000000000000000666e-02 4.472936241403687063e+02
1.136363636363636243e+00 -7.000000000000000666e-02 4.444520110204128400e+02
1.144444444444444375e+00 -7.000000000000000666e-02 4.418782116038609615e+02
1.152525252525252508e+00 -7.000000000000000666e-02 4.394300809167956459e+02
1.160606060606060641e+00 -7.000000000000000666e-02 4.370563294265019749e+02
1.168686868686868774e+00 -7.000000000000000666e-02 4.347665361884091908e+02
1.176767676767676685e+00 -7.000000000000000666e-02 4.325657510640754140e+02
1.184848484848484818e+00 -7.000000000000000666e-02 4.304650749059838404e+02
1.192929292929292950e+00 -7.000000000000000666e-02 4.284503882919833586e+02
1.201010101010100861e+00 -7.000000000000000666e-02 4.265134416281530321e+02
1.209090909090908994e+00 -7.000000000000000666e-02 4.246400380055302435e+02
1.217171717171717127e+00 -7.000000000000000666e-02 4.227856216459964003e+02
1.225252525252525260e+00 -7.000000000000000666e-02 4.210054995016054136e+02
1.233333333333333393e+00 -7.000000000000000666e-02 4.193681590122874923e+02
1.241414141414141525e+00 -7.000000000000000666e-02 4.177940716753598736e+02
1.249494949494949436e+00 -7.000000000000000666e-02 4.162337058873159776e+02
1.257575757575757569e+00 -7.000000000000000666e-02 4.147292029361296386e+02
1.265656565656565480e+00 -7.000000000000000666e-02 4.132851010582877507e+02
1.273737373737373613e+00 -7.000000000000000666e-02 4.119144171996594537e+02
1.281818181818181746e+00 -7.000000000000000666e-02 4.106221941040686261e+02
1.289898989898989878e+00 -7.000000000000000666e-02 4.092388822317419113e+02
1.297979797979798011e+00 -7.000000000000000666e-02 4.078409242264721684e+02
1.306060606060606144e+00 -7.000000000000000666e-02 4.065037779129521596e+02
1.314141414141414055e+00 -7.000000000000000666e-02 4.052281516590645651e+02
1.322222222222222188e+00 -7.000000000000000666e-02 4.040076179260053664e+02
1.330303030303030098e+00 -7.000000000000000666e-02 4.028405658018081681e+02
1.338383838383838231e+00 -7.000000000000000666e-02 4.017254536352476180e+02
1.346464646464646364e+00 -7.000000000000000666e-02 4.006604039790206571e+02
1.354545454545454497e+00 -7.000000000000000666e-02 3.996348189802141633e+02
1.362626262626262630e+00 -7.000000000000000666e-02 3.985684390620895101e+02
1.370707070707070763e+00 -7.000000000000000666e-02 3.975414764825463294e+02
1.378787878787878896e+00 -7.000000000000000666e-02 3.965610017912596845e+02
1.386868686868686806e+00 -7.000000000000000666e-02 3.956053879869716070e+02
1.394949494949494939e+00 -7.000000000000000666e-02 3.946920953223620927e+02
1.403030303030302850e+00 -7.000000000000000666e-02 3.938115381834094819e+02
1.411111111111110983e+00 -7.000000000000000666e-02 3.929265433388557653e+02
1.419191919191919116e+00 -7.000000000000000666e-02 3.921090429849916177e+02
1.427272727272727249e+00 -7.000000000000000666e-02 3.913420352728104490e+02
1.435353535353535381e+00 -7.000000000000000666e-02 3.906515208500385370e+02
1.443434343434343514e+00 -7.000000000000000666e-02 3.899989454111685632e+02
1.451515151515151425e+00 -7.000000000000000666e-02 3.893833560500854674e+02
1.459595959595959558e+00 -7.000000000000000666e-02 3.888038343215152963e+02
1.467676767676767469e+00 -7.000000000000000666e-02 3.882490660450381483e+02
1.475757575757575601e+00 -7.000000000000000666e-02 3.877010915524308530e+02
1.483838383838383734e+00 -7.000000000000000666e-02 3.871714528824468289e+02
1.491919191919191867e+00 -7.000000000000000666e-02 3.866665592854756142e+02
1.500000000000000000e+00 -7.000000000000000666e-02 3.861941642401819763e+02
6.999999999999999556e-01 -6.878787878787880061e-02 8.279845725221099428e+02
7.080808080808080884e-01 -6.878787878787880061e-02 8.116879559568734521e+02
7.161616161616161103e-01 -6.878787878787880061e-02 7.960873275048166988e+02
7.242424242424242431e-01 -6.878787878787880061e-02 7.811266390038781537e+02
7.323232323232322649e-01 -6.878787878787880061e-02 7.665588932832264391e+02
7.404040404040403978e-01 -6.878787878787880061e-02 7.526407770277756981e+02
7.484848484848484196e-01 -6.878787878787880061e-02 7.393342217353959995e+02
7.565656565656565524e-01 -6.878787878787880061e-02 7.261002609245360873e+02
7.646464646464645742e-01 -6.878787878787880061e-02 7.132793771729727723e+02
7.727272727272727071e-01 -6.878787878787880061e-02 7.010634875163711968e+02
7.808080808080807289e-01 -6.878787878787880061e-02 6.893728104568488106e+02
7.888888888888888618e-01 -6.878787878787880061e-02 6.780516540475347256e+02
7.969696969696968836e-01 -6.878787878787880061e-02 6.671259967848309316e+02
8.050505050505050164e-01 -6.878787878787880061e-02 6.566631674737582216e+02
8.131313131313131493e-01 -6.878787878787880061e-02 6.465053440281780013e+02
8.212121212121211711e-01 -6.878787878787880061e-02 6.365383885553621894e+02
8.292929292929291929e-01 -6.878787878787880061e-02 6.269011876760939685e+02
8.373737373737373257e-01 -6.878787878787880061e-02 6.174610365458875094e+02
8.454545454545454586e-01 -6.878787878787880061e-02 6.084774900814446710e+02
8.535353535353534804e-01 -6.878787878787880061e-02 5.999174709935688270e+02
8.616161616161615022e-01 -6.878787878787880061e-02 5.916864914783179756e+02
8.696969696969696351e-01 -6.878787878787880061e-02 5.837301661133784592e+02
8.777777777777777679e-01 -6.878787878787880061e-02 5.759982044762822397e+02
8.858585858585857897e-01 -6.878787878787880061e-02 5.685758308962260799e+02
8.939393939393939226e-01 -6.878787878787880061e-02 5.614145646139039627e+02
9.020202020202019444e-01 -6.878787878787880061e-02 5.543282674533147656e+02
9.101010101010100772e-01 -6.878787878787880061e-02 5.476423563808372137e+02
9.181818181818180991e-01 -6.878787878787880061e-02 5.413245526973028063e+02
9.262626262626262319e-01 -6.878787878787880061e-02 5.351444669975556963e+02
9.343434343434342537e-01 -6.878787878787880061e-02 5.290696932751951636e+02
9.424242424242423866e-01 -6.878787878787880061e-02 5.231799148299584203e+02
9.505050505050505194e-01 -6.878787878787880061e-02 5.174851771828602978e+02
9.585858585858585412e-01 -6.878787878787880061e-02 5.120412368006269617e+02
9.666666666666665630e-01 -6.878787878787880061e-02 5.068231797162461589e+02
9.747474747474746959e-01 -6.878787878787880061e-02 5.018131058191975740e+02
9.828282828282828287e-01 -6.878787878787880061e-02 4.970011394607869875e+02
9.909090909090908506e-01 -6.878787878787880061e-02 4.923780591449178132e+02
9.989898989898988724e-01 -6.878787878787880061e-02 4.879352458517888635e+02
1.007070707070707005e+00 -6.878787878787880061e-02 4.836646358431484032e+02
1.015151515151515138e+00 -6.878787878787880061e-02 4.795586775336267351e+02
1.023232323232323271e+00 -6.878787878787880061e-02 4.756102920535372505e+02
1.031313131313131404e+00 -6.878787878787880061e-02 4.718128371651329189e+02
1.039393939393939315e+00 -6.878787878787880061e-02 4.681583768909759442e+02
1.047474747474747447e+00 -6.878787878787880061e-02 4.646745978123547047e+02
1.055555555555555580e+00 -6.878787878787880061e-02 4.612951610064478700e+02
1.063636363636363491e+00 -6.878787878787880061e-02 4.579688635840583970e+02
1.071717171717171624e+00 -6.878787878787880061e-02 4.547072017072399603e+02
1.079797979797979757e+00 -6.878787878787880061e-02 4.513735676604126752e+02
1.087878787878787890e+00 -6.878787878787880061e-02 4.480837855546969877e+02
1.095959595959596022e+00 -6.878787878787880061e-02 4.448225182411208607e+02
1.104040404040403933e+00 -6.878787878787880061e-02 4.416805778826324058e+02
1.112121212121212066e+00 -6.878787878787880061e-02 4.385483897453724467e+02
1.120202020202020199e+00 -6.878787878787880061e-02 4.355298124395154673e+02
1.128282828282828110e+00 -6.878787878787880061e-02 4.326208726058218872e+02
1.136363636363636243e+00 -6.878787878787880061e-02 4.298073185599038197e+02
1.144444444444444375e+00 -6.878787878787880061e-02 4.270697649575744208e+02
1.152525252525252508e+00 -6.878787878787880061e-02 4.246186743963691583e+02
1.160606060606060641e+00 -6.878787878787880061e-02 4.224254689266002742e+02
1.168686868686868774e+00 -6.878787878787880061e-02 4.203234278451501496e+02
1.176767676767676685e+00 -6.878787878787880061e-02 4.183017468003606041e+02
1.184848484848484818e+00 -6.878787878787880061e-02 4.163503797072492034e+02
1.192929292929292950e+00 -6.878787878787880061e-02 4.144766939183198247e+02
1.201010101010100861e+00 -6.878787878787880061e-02 4.126964793469890083e+02
1.209090909090908994e+00 -6.878787878787880061e-02 4.110126592300378547e+02
1.217171717171717127e+00 -6.878787878787880061e-02 4.094015594764663319e+02
1.225252525252525260e+00 -6.878787878787880061e-02 4.078574432079677194e+02
1.233333333333333393e+00 -6.878787878787880061e-02 4.063676334362347689e+02
1.241414141414141525e+00 -6.878787878787880061e-02 4.049040853136709757e+02
1.249494949494949436e+00 -6.878787878787880061e-02 4.034915278848508251e+02
1.257575757575757569e+00 -6.878787878787880061e-02 4.021388437455075291e+02
1.265656565656565480e+00 -6.878787878787880061e-02 4.008505562558900692e+02
1.273737373737373613e+00 -6.878787878787880061e-02 3.996563529375603707e+02
1.281818181818181746e+00 -6.878787878787880061e-02 3.984293002451486245e+02
1.289898989898989878e+00 -6.878787878787880061e-02 3.972310577039813779e+02
1.297979797979798011e+00 -6.878787878787880061e-02 3.960873011963115573e+02
1.306060606060606144e+00 -6.878787878787880061e-02 3.949999984348987709e+02
1.314141414141414055e+00 -6.878787878787880061e-02 3.939622644730615662e+02
